,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,, ?????????? ????????????  , ?????????? ????????????  , ?????????? ????????????  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,A,,,A1,,B,C1,C2,C3,D1 = B +C1,D2 = B +C2,D3 = B +C3,E1,E2,E3,F = E2 - D2,G=F/D2,H1,H2,H3,I1,I2,I3,,,,,,,,,,,,,,,,,,,,
,,,,???????? (?.?.-?.?.2025),????????????? (?.?.-?.?.2026),,,???????? Revise (?.?.-?.?.2026),,,???????? (?.?-?.?.2026),???????? (?.?-?.?.2026),,,???????? + ???????? (?.?.-?.?.2026),,,???????? (?.?.-?.?.2027),,,?????? ,%Growth,???????? (?.?.-?.?.2028),,,???????? (?.?.-?.?.2029),,,,,,,,,,,,,,,,,,,,,,
 Note , ????? , ????????? ,?????,2568,2569,2569,2569,2569,2569,2569,2569,2569,2569,2569,2569,2569,2569,2570,2570,2570, (?????) - ??,,2571,2571,2571,2572,2572,2572,????????,,,,,,,,,,,,,,,,,,,
,,,,Realistic,Optimistic,Realistic,Pessimistic,Optimistic,Realistic,Pessimistic,Realistic,Optimistic,Realistic,Pessimistic,Optimistic,Realistic,Pessimistic,Optimistic,Realistic,Pessimistic,,,Optimistic,Realistic,Pessimistic,Optimistic,Realistic,Pessimistic,,,,,,,,,,,,,,,,,,,,
,12.2,Yield % CCS - ?????? DCR,???????? / ???????, -   , 91.97 , 92.07 , 92.05 , 91.97 , 92.07 , 92.05 , -   , -   , -   , -   , -   , -   , -   , 93.00 , 93.00 , 93.00 , 93.00 ,0%, -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,
,12.3,Yield % CCS - ?????? Organic,???????? / ???????, -   , 81.48 , 81.48 , 81.48 , 81.48 , 81.48 , 81.48 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0%, -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,
K,13,???????????? - ????,???, -   ," 99,999 "," 97,604 "," 95,023 "," 99,999 "," 97,604 "," 95,023 "," 68,490 ", -   , -   , -   ," 68,490 ", -   , -   , -   , -   , -   , -   ,0%, -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,
,13.1,??????  VHP,???, -   ," 56,403 "," 55,008 "," 53,427 "," 56,403 "," 55,008 "," 53,427 "," 38,635 ",,,," 38,635 ", -   , -   ,,,,,0%,,,,,,, ?????????? ,,,,,,,,,,,,,,,,,,,
,13.2,??????  DCR,???, -   ," 41,000 "," 40,001 "," 39,000 "," 41,000 "," 40,001 "," 39,000 "," 28,673 ",,,," 28,673 ", -   , -   ,,,,,0%,,,,,,, ?????????? ,,,,,,,,,,,,,,,,,,,
,13.3,??????  Organic,???, -   ," 2,596 "," 2,596 "," 2,596 "," 2,596 "," 2,596 "," 2,596 "," 1,183 ",,,," 1,183 ", -   , -   ,,,,,0%,,,,,,, ?????????? ,,,,,,,,,,,,,,,,,,,
,13.4,??????  White,???,,,,,,,,,,,,,,,,,,,0%,,,,,,, ?????????? ,,,,,,,,,,,,,,,,,,,
L,14,???????????? - ???,???, -   ," 111,281 "," 108,886 "," 106,305 "," 111,281 "," 108,886 "," 106,305 "," 68,490 ", -   , -   , -   ," 68,490 ", -   , -   , -   , -   , -   , -   ,0%, -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,
,14.1,??????  ????,???, -   ," 11,282 "," 11,282 "," 11,282 "," 11,282 "," 11,282 "," 11,282 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0%, -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,
,14.2,??????  VHP      ????,???, -   ," 11,282 "," 11,282 "," 11,282 "," 11,282 "," 11,282 "," 11,282 ",,,,, -   , -   , -   ,,,, -   ,0%,,,,,,,,,,,,,,,,,,,,,,,,,,
,14.3,??????  DCR      ????,???, -   ,,,,,,,,,,, -   , -   , -   ,,,, -   ,0%,,,,,,,,,,,,,,,,,,,,,,,,,,
,14.4,??????  Organic ????,???, -   ,,,,,,,,,,, -   , -   , -   ,,,, -   ,0%,,,,,,,,,,,,,,,,,,,,,,,,,,
,14.5,??????  White ????,???, -   ,,,,,,,,,,, -   , -   , -   ,,,, -   ,0%,,,,,,,,,,,,,,,,,,,,,,,,,,
,14.6,??????  Trading ????,???, -   ,,,,,,,,,,, -   , -   , -   ,,,, -   ,0%,,,,,,,,,,,,,,,,,,,,,,,,,,
,15,?????? ???  -  ????,???, -   ," 94,459 "," 92,063 "," 89,482 "," 94,459 "," 92,063 "," 89,482 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0%, -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,
,15.1,?????? ???  VHP       - ????,???, -   ," 50,863 "," 49,467 "," 47,886 "," 50,863 "," 49,467 "," 47,886 ",,,,, -   , -   , -   ,,,, -   ,0%,,,,,,, ??????? ,,,,,,,,,,,,,,,,,,,
,15.2,?????? ???  DCR       - ????     ,???, -   ," 41,000 "," 40,000 "," 39,000 "," 41,000 "," 40,000 "," 39,000 ",,,,, -   , -   , -   ,,,, -   ,0%,,,,,,, ??????? ,,,,,,,,,,,,,,,,,,,
,15.3,?????? ???  Organic  - ????  ,???, -   ," 2,596 "," 2,596 "," 2,596 "," 2,596 "," 2,596 "," 2,596 ",,,,, -   , -   , -   ,,,, -   ,0%,,,,,,, ??????? ,,,,,,,,,,,,,,,,,,,
,15.4,?????? ???  White  - ????  ,???, -   ,,,,,,,,,,, -   , -   , -   ,,,, -   ,0%,,,,,,, ??????? ,,,,,,,,,,,,,,,,,,,
,15.5,?????? ???  Trading  - ????  ,???, -   ,,,,,,,,,,, -   , -   , -   ,,,, -   ,0%,,,,,,, ??????? ,,,,,,,,,,,,,,,,,,,
,16,???????????????????,???, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0%, -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,
,16.1,?????????????  VHP      ,???, -   ,,,,,,,,,,, -   , -   , -   ,,,, -   ,0%,,,,,,,,,,,,,,,,,,,,,,,,,,
,16.2,?????????????  DCR         ,???, -   ,,,,,,,,,,, -   , -   , -   ,,,, -   ,0%,,,,,,,,,,,,,,,,,,,,,,,,,,
,16.3,?????????????  Organic  ,???, -   ,,,,,,,,,,, -   , -   , -   ,,,, -   ,0%,,,,,,,,,,,,,,,,,,,,,,,,,,
,16.4,?????????????  White,???, -   ,,,,,,,,,,, -   , -   , -   ,,,, -   ,0%,,,,,,,,,,,,,,,,,,,,,,,,,,
,16.5,?????????????  Trading,???, -   ,,,,,,,,,,, -   , -   , -   ,,,, -   ,0%,,,,,,,,,,,,,,,,,,,,,,,,,,
M,17,% Molases - ???,%,0%,4%,4%,4%,4%,4%,4%,5%,0%,0%,0%,0%,0%,0%,4%,4%,4%,4%,0%,0%,0%,0%,0%,0%,0%,,,,,,,,,,,,,,,,,,,,
,17.1,% Molases - ????,%,0%,4%,4%,4%,4%,4%,4%,5%,,,,0%,0%,0%,4%,4%,4%,4%,0%,,,,,,, ?????????? ,,,,,,,,,,,,,,,,,,,
,17.2,% Molases - Organic,%,,4%,4%,4%,4%,4%,4%,,,,,,,,,,,0%,0%,,,,,,, ?????????? ,,,,,,,,,,,,,,,,,,,
N,18,??????????? - ???,???, -   ," 32,882 "," 32,013 "," 31,207 "," 32,882 "," 32,013 "," 31,207 "," 26,135 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0%, -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,
,18.1,??????????? - ????,???,," 31,897 "," 31,030 "," 30,222 "," 31,897 "," 31,030 "," 30,222 "," 26,135 ", -   , -   , -   ,,,, -   , -   , -   , -   ,0%, -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,
,18.2,??????????? - Organic,???, -   , 985 , 984 , 985 , 985 , 984 , 985 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0%, -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,
a,19,???????? ??????? ???????????????,??? / ???, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0%, -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,
,19.1,??????? - ????????,??? / ???, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0%, -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,
,19.2,??????? - Organic,??? / ???, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0%, -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,
,19.3,?????????,??? / ???, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0%, -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,
,19.4,?????????????,??? / ???, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0%, -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,
,19.5,????????????,??? / ???, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0%, -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,
b,20,??????? - ????????? ???????????????,??? / ???, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0%, -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,
,20.1,??????? - ?????????,??? / ???, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0%, -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,
,20.2,???????????????? - ??????,??? / ???, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0%, -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,
,20.3,???????????????? - ??????????,??? / ???, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0%, -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,
,20.4,???????????? - ?????????,??? / ???, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0%, -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,
,20.5,???????????????? - ????????,??? / ???, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0%, -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,
,20.6,???????????????? - ??????              ,??? / ???,,,,,,,,,,,,,,,,,, -   ,0%,,,,,,,,,,,,,,,,,,,,,,,,,,
,20.7,???????????????? - ??????????    ,??? / ???,,,,,,,,,,,,,,,,,, -   ,0%,,,,,,,,,,,,,,,,,,,,,,,,,,
,20.8,???????????? - ?????????,??? / ???,,,,,,,,,,,,,,,,,, -   ,0%,,,,,,,,,,,,,,,,,,,,,,,,,,
,20.9,???????????????? - ???? Organic,??? / ???, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0%, -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,
,20.10,???????????????? - ??????            Organic    ,??? / ???,,,,,,,,,,,,,,,,,, -   ,0%,,,,,,,,,,,,,,,,,,,,,,,,,,
,20.11,???????????????? - ??????????      Organic   ,??? / ???,,,,,,,,,,,,,,,,,, -   ,0%,,,,,,,,,,,,,,,,,,,,,,,,,,
,20.12,???????????? - ?????????,??? / ???,,,,,,,,,,,,,,,,,, -   ,0%,,,,,,,,,,,,,,,,,,,,,,,,,,
b,21,??????? - ??????????? ???????????????,??? / ???, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0%, -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,
,21.1,??????? - ???????????,??? / ???, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0%, -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,
,21.2,?????????????????? - ??????,??? / ???, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0%, -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,
,21.3,?????????????????? - ??????????,??? / ???, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0%, -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,
,21.4,???????????? - ???????????,??? / ???, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0%, -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,
,21.5,?????????????????? - ????????,??? / ???, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0%, -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,
,21.6,?????????????????? - ??????          ,??? / ???,,,,,,,,,,,,,,,,,, -   ,0%,,,,,,,,,,,,,,,,,,,,,,,,,,
,21.7,?????????????????? - ??????????    ,??? / ???,,,,,,,,,,,,,,,,,, -   ,0%,,,,,,,,,,,,,,,,,,,,,,,,,,
,21.8,???????????? - ???????????,??? / ???,,,,,,,,,,,,,,,,,, -   ,0%,,,,,,,,,,,,,,,,,,,,,,,,,,
,21.9,?????????????????? - ???? Organic,??? / ???, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0%, -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,
,21.10,?????????????????? - ??????            Organic    ,??? / ???,,,,,,,,,,,,,,,,,, -   ,0%,,,,,,,,,,,,,,,,,,,,,,,,,,
,21.11,?????????????????? - ??????????      Organic   ,??? / ???,,,,,,,,,,,,,,,,,, -   ,0%,,,,,,,,,,,,,,,,,,,,,,,,,,
,21.12,???????????? - ???????????,??? / ???,,,,,,,,,,,,,,,,,, -   ,0%,,,,,,,,,,,,,,,,,,,,,,,,,,
a,22,??????? ??????,,,,,,,,,,,,,,,,,,, -   ,0%,,,,,,,,,,,,,,,,,,,,,,,,,,
,22.1,?????? VHP - POL 96 %  - Exwork,USD / ???,, 496 , 440 , 408 , 496 , 440 , 408 ,,,,,,,,,,, -   ,0%,,,,,,, ??????? ,,,,,,,,,,,,,,,,,,,
,22.2,?????? VHP - POL 96 %  - FOB,USD / ???,, 542 , 520 , 488 , 542 , 520 , 488 ,,,,,,,,,,, -   ,0%,,,,,,, ??????? ,,,,,,,,,,,,,,,,,,,
,22.3,?????? VHP - POL 96 %  - FOB,??? / ???, -   ," 17,344 "," 16,640 "," 15,616 "," 17,344 "," 16,640 "," 15,616 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0%, -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,
,22.4,?????? DCR - Domestic - Ex-Fac  1*25,USD / ???,, 587 , 557 , 535 , 587 , 557 , 535 ,,,,,,,,,,, -   ,0%,,,,,,, ??????? ,,,,,,,,,,,,,,,,,,,
,,?????? DCR - Domestic - Ex-Fac  0.5*50,USD / ???,, 603 , 573 , 551 , 603 , 573 , 551 ,,,,,,,,,,, -   ,0%,,,,,,, ??????? ,,,,,,,,,,,,,,,,,,,
,22.5,?????? DCR - Domestic - Ex-Fac ,??? / ???, -   ," 18,784 "," 17,824 "," 17,120 "," 18,784 "," 17,824 "," 17,120 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0%, -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,
,22.6,?????? DCR - Export   FOB,USD / ???,, 542 , 520 , 498 , 542 , 520 , 498 ,,,,,,,,,,, -   ,0%,,,,,,, ??????? ,,,,,,,,,,,,,,,,,,,
,22.7,?????? DCR50kg - Exw,USD / ???, -   , 517 , 440 , 418 , 517 , 440 , 418 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0%, -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,
,22.8,?????? Organic - Domestic  -  Ex-Fac,USD / ???,,,,,,,,,,,,,,,,,, -   ,0%,,,,,,, ??????? ,,,,,,,,,,,,,,,,,,,
,22.9,?????? Organic - Domestic  -  Ex-Fac,??? / ???, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0%, -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,
,22.10,?????? Organic - Export  1000 KG  FOB,USD / ???,, 900 , 900 , 900 , 900 , 900 , 900 ,,,,,,,,,,, -   ,0%,,,,,,, ??????? ,,,,,,,,,,,,,,,,,,,
,,?????? Organic - Export  50 KG  FOB,,, 900 , 900 , 900 , 900 , 900 , 900 ,,,,,,,,,,, -   ,0%,,,,,,, ??????? ,,,,,,,,,,,,,,,,,,,
,22.11,?????? Organic - Export ,??? / ???, -   ," 28,800 "," 28,800 "," 28,800 "," 28,800 "," 28,800 "," 28,800 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0%, -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,
,22.12,?????? White - Domestic  -  Ex-Fac,USD / ???,,,,,,,,,,,,,,,,,, -   ,0%,,,,,,, ??????? ,,,,,,,,,,,,,,,,,,,
,22.13,?????? White - Domestic  -  Ex-Fac,??? / ???, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0%, -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,
,22.14,?????? White - Export  ,USD / ???,,,,,,,,,,,,,,,,,, -   ,0%,,,,,,, ??????? ,,,,,,,,,,,,,,,,,,,
,22.15,?????? White - Export ,??? / ???, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0%, -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,
,22.16,?????? Trading - Domestic  -  Ex-Fac,USD / ???,,,,,,,,,,,,,,,,,, -   ,0%,,,,,,, ??????? ,,,,,,,,,,,,,,,,,,,
,22.17,?????? Trading - Domestic  -  Ex-Fac,??? / ???, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0%, -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,
a,23,??????? Molasses,,,,,,,,,,,,,,,,,,, -   ,0%,,,,,,,,,,,,,,,,,,,,,,,,,,
180,23.1,Molasses - ???? - Domestic - Ex-fac,USD / ???,, 150 , 130 , 110 , 150 , 130 , 110 ,,,,,,,,,,, -   ,0%,,,,,,, ??????? ,,,,,,,,,,,,,,,,,,,
,23.2,Molasses - ???? - Domestic - Ex-fac,??? / ???, -   ," 4,800 "," 4,160 "," 3,520 "," 4,800 "," 4,160 "," 3,520 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0%, -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,
,23.3,Molasses - ???? - Export,USD / ???,, 90 , 80 , 70 , 90 , 80 , 70 ,,,,,,,,,,, -   ,0%,,,,,,, ??????? ,,,,,,,,,,,,,,,,,,,
,23.4,Molasses - ???? - Export,??? / ???, -   ," 2,880 "," 2,560 "," 2,240 "," 2,880 "," 2,560 "," 2,240 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0%, -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,
,23.5,Molasses - Organic - Domestic - Ex-fac,USD / ???,,,,,,,,,,,,,,,,,, -   ,0%,,,,,,, ??????? ,,,,,,,,,,,,,,,,,,,
,23.6,Molasses - Organic - Domestic - Ex-fac,??? / ???, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0%, -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,
,23.7,Molasses - Organic - Export,USD / ???,, 100 , 90 , 80 , 100 , 90 , 80 ,,,,,,,,,,, -   ,0%,,,,,,, ??????? ,,,,,,,,,,,,,,,,,,,
,23.8,Molasses - Organic - Export,??? / ???, -   ," 3,200 "," 2,880 "," 2,560 "," 3,200 "," 2,880 "," 2,560 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0%, -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,
a,24,???????????????,,,,,,,,,,,,,,,,,,, -   ,0%,,,,,,,,,,,,,,,,,,,,,,,,,,
,24.1,USD - THB,USD:THB,, 32.00 , 32.00 , 32.00 , 32.00 , 32.00 , 32.00 , 31.60 , 32.00 , 32.00 , 32.00 ,,,, 31.80 , 31.80 , 31.80 , 31.80 ,0%, 31.80 , 31.80 , 31.80 , 31.80 , 31.80 , 31.80 ,,,,,,,,,,,,,,,,,,,,
,24.2,EUR - THB,EUR:THB,,,,,,,,,,,,,,,,,, -   ,0%,,,,,,,,,,,,,,,,,,,,,,,,,,
,24.3,LAK  - THB,LAK:THB,, 680.00 , 680.00 , 680.00 , 680.00 , 680.00 , 680.00 , 680.89 , 680.00 , 680.00 , 680.00 ,,,, 680.00 , 680.00 , 680.00 , 680.00 ,0%, 680.00 , 680.00 , 680.00 , 680.00 , 680.00 , 680.00 ,,,,,,,,,,,,,,,,,,,,
,24.4,LAK  - USD,LAK:USD,," 21,738 "," 21,738 "," 21,738 "," 21,738 "," 21,738 "," 21,738 "," 21,517 "," 21,738 "," 21,738 "," 21,738 ",,,," 21,738 "," 21,738 "," 21,738 "," 21,738 ",0%," 21,738 "," 21,738 "," 21,738 "," 21,738 "," 21,738 "," 21,738 ",,,,,,,,,,,,,,,,,,,,
,24.5,LAK  - EUR,LAK:EUR,,,,,,,,,,,,,,,,,, -   ,0%,,,,,,,,,,,,,,,,,,,,,,,,,,
a,25,????????????? ???????,%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,
,25.1,??????????? ???,%,,,,,,,,,,,,,,,,,,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,
,25.2,??????????? ????,%,,,,,,,,,,,,,,,,,,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,
,25.3,??????????? ????,%,,,,,,,,,,,,,,,,,,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,
a,17,??????????????,, -   , 16.00 , 16.00 , 16.00 , 16.00 , 16.00 , 16.00 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0%, -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,
,17.1,????????,?????????, -   , 16.00 , 16.00 , 16.00 , 16.00 , 16.00 , 16.00 ,,,,, -   , -   , -   ,,,, -   ,0%,,,,,,, ?????????? ,,,,,,,,,,,,,,,,,,,
,17.2,?????????,?????????, -   ,,,,,,,,,,, -   , -   , -   ,,,, -   ,0%,,,,,,, ?????????? ,,,,,,,,,,,,,,,,,,,
a,18,????????????,,,,,,,,,,,,,,,,,,, -   ,0%,,,,,,,,,,,,,,,,,,,,,,,,,,
,18.1,USD / kWH,USD,,,,,,,,,,,,,,,,,, -   ,0%,,,,,,, ?????????? ,,,,,,,,,,,,,,,,,,,
,18.2,LAK / kWH,LAK,,,,,,,,,,,,,,,,,, -   ,0%,,,,,,, ?????????? ,,,,,,,,,,,,,,,,,,,
,18.3,THB / kWH,THB,,,,,,,,,,,,,,,,,, -   ,0%,,,,,,, ?????????? ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,," 26,527.50 ",, 114.837662 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,," 23,527.50 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
